,Date
33172,2020-08-19 18:26:06
3059,2020-01-22 08:39:07
14295,2020-04-17 08:23:07
25870,2020-07-01 17:07:06
32377,2020-08-14 14:39:08
27143,2020-07-10 07:46:06
4211,2020-01-29 19:15:08
25707,2020-06-30 16:27:14
16498,2020-05-01 17:54:07
32340,2020-08-14 11:16:09
6406,2020-02-14 07:37:07
25068,2020-06-26 10:32:06
5816,2020-02-10 07:37:07
7181,2020-02-19 17:33:07
28747,2020-07-20 19:52:07
7139,2020-02-19 13:22:08
23057,2020-06-12 15:38:13
29640,2020-07-27 06:50:07
4020,2020-01-28 14:17:10
32888,2020-08-17 23:12:09
10650,2020-03-19 18:41:05
18857,2020-05-15 22:51:06
12831,2020-04-06 11:53:08
32056,2020-08-12 11:06:05
3892,2020-01-27 17:03:07
29237,2020-07-24 06:04:08
27966,2020-07-15 15:20:06
28763,2020-07-21 05:47:08
2038,2020-01-15 10:08:07
14162,2020-04-16 07:50:07
27691,2020-07-13 19:22:08
20859,2020-05-28 10:27:12
18198,2020-05-12 09:02:08
27040,2020-07-09 13:29:07
27197,2020-07-10 13:27:08
8039,2020-02-27 13:23:08
18127,2020-05-11 17:12:09
32932,2020-08-18 09:52:09
17221,2020-05-06 08:49:09
1133,2020-01-09 05:36:04
23481,2020-06-15 19:51:07
28136,2020-07-16 17:06:05
24475,2020-06-22 16:33:12
21095,2020-05-29 15:29:07
6072,2020-02-11 16:21:06
8608,2020-03-03 07:47:09
11398,2020-03-25 19:16:09
4975,2020-02-04 10:33:08
1769,2020-01-13 16:17:05
19979,2020-05-22 19:11:05
3906,2020-01-27 18:54:07
13154,2020-04-08 17:33:09
22038,2020-06-05 08:39:09
17058,2020-05-05 09:54:08
11352,2020-03-25 13:27:08
16924,2020-05-04 13:29:19
5810,2020-02-10 06:35:05
32807,2020-08-17 13:21:07
5869,2020-02-10 11:47:06
1792,2020-01-13 17:39:11
31190,2020-08-06 12:26:08
17468,2020-05-07 13:31:08
25036,2020-06-26 07:59:08
16272,2020-04-30 10:54:09
4384,2020-01-31 07:49:08
8586,2020-03-02 19:59:07
31066,2020-08-05 15:22:06
15047,2020-04-22 14:52:08
911,2020-01-07 14:37:04
31925,2020-08-11 13:28:07
12864,2020-04-06 14:24:08
15945,2020-04-28 11:02:06
5957,2020-02-11 05:02:06
13187,2020-04-09 06:38:07
23957,2020-06-19 09:17:17
1801,2020-01-13 19:47:10
31967,2020-08-11 17:27:08
11296,2020-03-25 06:36:05
27930,2020-07-15 12:35:09
25581,2020-06-29 17:41:13
15835,2020-04-27 14:31:06
25947,2020-07-02 09:25:08
17145,2020-05-05 16:54:09
28011,2020-07-15 20:08:06
7776,2020-02-25 09:41:06
14909,2020-04-21 15:47:08
15186,2020-04-23 13:16:13
25084,2020-06-26 11:50:06
27958,2020-07-15 14:46:07
4898,2020-02-03 18:39:07
23632,2020-06-16 19:38:10
22621,2020-06-09 10:27:15
19496,2020-05-19 16:55:05
30317,2020-07-31 13:34:08
28947,2020-07-22 07:46:06
2333,2020-01-17 11:03:08
4426,2020-01-31 09:57:06
33856,2020-08-24 17:08:09
134,2020-01-02 10:33:04
17354,2020-05-07 00:50:08
15761,2020-04-27 07:37:07
32046,2020-08-12 10:21:05
3780,2020-01-27 00:05:05
27903,2020-07-15 09:08:08
9557,2020-03-10 14:08:07
26888,2020-07-08 13:28:07
32954,2020-08-18 11:38:08
6088,2020-02-11 17:23:07
20513,2020-05-26 09:23:13
17359,2020-05-07 01:31:05
33076,2020-08-19 07:56:09
5184,2020-02-05 14:36:04
1101,2020-01-08 17:53:08
23879,2020-06-18 17:24:13
29709,2020-07-27 13:26:08
22574,2020-06-08 21:12:10
14331,2020-04-17 11:50:06
19348,2020-05-18 19:11:06
28883,2020-07-21 16:06:05
3873,2020-01-27 14:24:09
3084,2020-01-22 11:16:08
11574,2020-03-27 10:22:08
26957,2020-07-08 19:30:07
4963,2020-02-04 09:37:07
23779,2020-06-17 20:42:08
3036,2020-01-22 06:35:05
1885,2020-01-14 11:32:08
24821,2020-06-24 16:27:16
11549,2020-03-27 07:27:09
2179,2020-01-16 10:08:07
11295,2020-03-25 06:35:07
8491,2020-03-02 07:27:08
6878,2020-02-17 12:24:06
21995,2020-06-04 19:40:09
5013,2020-02-04 14:06:04
24388,2020-06-22 07:51:14
27907,2020-07-15 10:21:07
9952,2020-03-13 17:10:11
9500,2020-03-10 07:46:08
9477,2020-03-09 19:54:06
4368,2020-01-31 05:02:06
6227,2020-02-12 16:47:06
18687,2020-05-15 05:15:16
5461,2020-02-07 12:35:07
15880,2020-04-28 05:15:16
17536,2020-05-07 22:51:05
27638,2020-07-13 14:05:06
20523,2020-05-26 09:49:14
10742,2020-03-20 14:28:08
21683,2020-06-02 18:39:07
26719,2020-07-07 11:06:06
11950,2020-03-30 11:08:09
28698,2020-07-20 14:46:07
7839,2020-02-25 16:55:08
3109,2020-01-22 13:21:05
10611,2020-03-19 12:33:08
9919,2020-03-13 13:21:05
28634,2020-07-20 07:38:12
28674,2020-07-20 12:26:06
3442,2020-01-24 13:57:10
2043,2020-01-15 10:25:07
24399,2020-06-22 09:32:17
27997,2020-07-15 19:11:06
29941,2020-07-29 07:24:08
15986,2020-04-28 13:32:08
8742,2020-03-04 07:28:08
32212,2020-08-13 14:32:06
19509,2020-05-19 19:15:06
22685,2020-06-09 18:08:13
1237,2020-01-09 16:25:05
15309,2020-04-24 10:05:07
12267,2020-04-02 06:35:13
8184,2020-02-28 14:08:06
29628,2020-07-27 05:03:08
27584,2020-07-13 07:26:07
3834,2020-01-27 10:15:07
28156,2020-07-16 18:56:06
22846,2020-06-10 20:08:08
25129,2020-06-26 17:17:08
2402,2020-01-17 22:15:07
3383,2020-01-24 09:20:08
33107,2020-08-19 10:55:07
15859,2020-04-27 17:22:08
7828,2020-02-25 15:07:06
15918,2020-04-28 08:47:28
32869,2020-08-17 19:14:10
26633,2020-07-06 17:53:08
11312,2020-03-25 09:08:09
29786,2020-07-28 05:59:08
32961,2020-08-18 12:40:08
12991,2020-04-07 13:21:06
7781,2020-02-25 10:21:07
29325,2020-07-24 15:38:07
28949,2020-07-22 07:53:08
6003,2020-02-11 09:58:06
7832,2020-02-25 16:15:08
31046,2020-08-05 13:33:15
701,2020-01-06 10:17:04
19689,2020-05-20 19:21:06
11351,2020-03-25 13:21:07
6217,2020-02-12 15:47:07
4460,2020-01-31 13:21:05
17371,2020-05-07 05:39:07
18093,2020-05-11 13:31:06
32261,2020-08-13 19:58:06
5094,2020-02-05 07:09:07
19630,2020-05-20 14:25:06
2314,2020-01-17 09:27:06
9481,2020-03-09 22:52:18
32424,2020-08-14 19:58:08
31041,2020-08-05 13:21:13
14254,2020-04-16 18:09:07
16504,2020-05-01 18:22:08
2849,2020-01-20 23:05:05
2299,2020-01-17 07:47:04
2257,2020-01-16 19:19:09
27586,2020-07-13 07:46:07
6906,2020-02-17 14:38:07
6263,2020-02-13 06:47:07
18133,2020-05-11 17:33:11
25760,2020-07-01 05:48:07
26986,2020-07-09 06:50:06
18471,2020-05-13 16:31:06
15856,2020-04-27 17:10:08
18785,2020-05-15 14:08:17
10401,2020-03-17 20:20:08
26828,2020-07-08 06:51:12
22082,2020-06-05 11:59:12
4063,2020-01-28 17:20:08
33283,2020-08-20 15:02:08
5472,2020-02-07 13:27:05
21517,2020-06-01 16:21:16
31784,2020-08-10 13:26:07
1923,2020-01-14 14:52:07
24563,2020-06-23 09:09:13
30960,2020-08-04 21:11:08
22730,2020-06-10 06:47:19
21674,2020-06-02 18:04:09
17418,2020-05-07 09:49:07
5375,2020-02-06 18:09:07
12265,2020-04-02 06:08:10
10379,2020-03-17 16:21:06
19601,2020-05-20 12:17:07
16509,2020-05-01 19:08:08
22836,2020-06-10 19:37:08
5043,2020-02-04 17:06:04
19450,2020-05-19 12:21:07
24389,2020-06-22 07:55:22
25950,2020-07-02 09:35:07
24424,2020-06-22 11:08:11
16340,2020-04-30 16:21:06
23000,2020-06-12 06:36:05
12794,2020-04-06 08:08:10
25580,2020-06-29 17:38:13
19910,2020-05-22 12:39:06
9491,2020-03-10 06:35:08
16154,2020-04-29 14:08:11
30721,2020-08-03 10:16:08
14107,2020-04-15 16:53:08
7274,2020-02-20 13:53:07
33887,2020-08-24 20:18:06
12790,2020-04-06 07:28:08
18297,2020-05-12 16:32:08
2945,2020-01-21 12:55:07
4391,2020-01-31 08:08:12
8880,2020-03-05 09:50:08
21935,2020-06-04 12:41:07
29954,2020-07-29 08:06:05
4388,2020-01-31 07:54:08
27571,2020-07-13 06:03:15
16483,2020-05-01 16:30:11
3092,2020-01-22 11:41:05
345,2020-01-03 16:23:04
27172,2020-07-10 10:26:07
3073,2020-01-22 10:21:05
21032,2020-05-29 10:29:22
31173,2020-08-06 11:06:05
23109,2020-06-12 20:14:13
23844,2020-06-18 13:29:07
10259,2020-03-16 16:25:06
15367,2020-04-24 14:24:07
20484,2020-05-26 06:35:12
21686,2020-06-02 19:11:05
28203,2020-07-17 07:37:15
24544,2020-06-23 06:47:12
26883,2020-07-08 11:54:08
6087,2020-02-11 17:23:07
27811,2020-07-14 14:39:08
16161,2020-04-29 14:26:09
26111,2020-07-03 09:22:06
30204,2020-07-30 16:55:06
841,2020-01-07 08:55:04
14186,2020-04-16 10:53:07
26832,2020-07-08 07:26:06
1200,2020-01-09 12:35:08
31721,2020-08-10 06:50:09
31824,2020-08-10 18:24:07
6518,2020-02-14 17:19:07
9483,2020-03-09 22:52:18
20499,2020-05-26 08:17:09
28140,2020-07-16 17:24:06
3398,2020-01-24 09:58:09
29192,2020-07-23 17:53:08
21010,2020-05-29 09:27:20
21503,2020-06-01 14:40:11
2794,2020-01-20 13:21:05
14976,2020-04-22 07:53:07
31807,2020-08-10 16:22:07
5362,2020-02-06 16:56:06
12394,2020-04-03 08:58:07
26095,2020-07-03 07:46:07
24505,2020-06-22 19:15:15
5463,2020-02-07 12:47:05
33866,2020-08-24 18:53:08
18016,2020-05-11 07:49:07
11980,2020-03-30 14:25:06
2084,2020-01-15 14:33:07
1095,2020-01-08 17:20:26
29685,2020-07-27 10:34:08
17107,2020-05-05 13:21:07
33267,2020-08-20 13:17:08
32158,2020-08-13 07:46:07
25753,2020-06-30 23:51:18
14783,2020-04-20 17:08:07
30999,2020-08-05 08:36:05
11582,2020-03-27 11:08:08
27603,2020-07-13 10:06:04
27654,2020-07-13 14:56:06
19211,2020-05-18 08:17:15
5224,2020-02-05 17:43:07
30186,2020-07-30 14:41:06
24739,2020-06-24 09:18:10
20632,2020-05-26 20:08:07
10283,2020-03-16 19:53:08
691,2020-01-06 09:33:04
10618,2020-03-19 13:26:08
32977,2020-08-18 13:29:16
21906,2020-06-04 10:01:08
33745,2020-08-24 05:05:14
17131,2020-05-05 14:54:06
8747,2020-03-04 07:49:08
11500,2020-03-26 16:28:08
21562,2020-06-01 23:52:08
30734,2020-08-03 10:54:07
33762,2020-08-24 07:03:18
29244,2020-07-24 07:02:07
1656,2020-01-13 05:09:11
10261,2020-03-16 16:30:09
7375,2020-02-21 12:54:07
13126,2020-04-08 14:40:06
30876,2020-08-04 11:06:04
27882,2020-07-15 06:50:06
8846,2020-03-05 06:35:08
8892,2020-03-05 10:55:06
9890,2020-03-13 09:08:06
1369,2020-01-10 16:23:11
19626,2020-05-20 14:17:07
11290,2020-03-25 05:26:10
19459,2020-05-19 13:02:09
2293,2020-01-17 07:23:06
10386,2020-03-17 16:56:06
4081,2020-01-28 22:51:04
7116,2020-02-19 11:28:08
15049,2020-04-22 15:01:06
23789,2020-06-18 06:35:20
26951,2020-07-08 19:11:13
29711,2020-07-27 13:34:08
2924,2020-01-21 11:08:08
10518,2020-03-18 17:03:07
4907,2020-02-03 22:52:06
9662,2020-03-11 10:22:07
4371,2020-01-31 05:24:08
17015,2020-05-05 06:47:11
5141,2020-02-05 11:07:07
3416,2020-01-24 11:27:05
29373,2020-07-24 23:12:10
26934,2020-07-08 16:21:12
29001,2020-07-22 13:53:09
7173,2020-02-19 16:57:08
221,2020-01-03 05:01:04
9969,2020-03-13 20:24:07
17130,2020-05-05 14:52:09
16841,2020-05-04 06:40:08
31140,2020-08-06 07:26:07
4323,2020-01-30 14:11:05
11943,2020-03-30 10:30:09
30804,2020-08-03 19:14:08
18792,2020-05-15 14:27:12
5949,2020-02-10 19:49:07
2814,2020-01-20 15:41:05
7123,2020-02-19 12:03:07
29928,2020-07-29 05:47:06
11411,2020-03-26 05:26:09
32252,2020-08-13 19:24:08
28921,2020-07-21 23:12:06
981,2020-01-08 06:55:04
21495,2020-06-01 14:13:13
24910,2020-06-25 10:27:14
29747,2020-07-27 18:26:06
33008,2020-08-18 17:16:09
10449,2020-03-18 09:53:27
9443,2020-03-09 14:40:07
22453,2020-06-08 06:06:05
16865,2020-05-04 08:38:07
2883,2020-01-21 08:37:05
26754,2020-07-07 14:41:06
28199,2020-07-17 07:26:09
14311,2020-04-17 10:22:08
5281,2020-02-06 09:50:08
32964,2020-08-18 12:48:08
28887,2020-07-21 16:22:09
4258,2020-01-30 08:53:08
3318,2020-01-23 17:14:08
13170,2020-04-08 20:47:07
21440,2020-06-01 08:57:20
2093,2020-01-15 15:10:07
30738,2020-08-03 11:08:08
7425,2020-02-21 17:54:06
29713,2020-07-27 14:16:08
3891,2020-01-27 16:56:07
20966,2020-05-28 23:51:14
14044,2020-04-15 10:21:06
32766,2020-08-17 09:56:07
2193,2020-01-16 11:11:05
4929,2020-02-04 07:25:06
22049,2020-06-05 09:20:08
12380,2020-04-03 06:36:05
8991,2020-03-06 09:22:08
3356,2020-01-24 07:23:07
4358,2020-01-30 19:47:05
29689,2020-07-27 11:06:04
16336,2020-04-30 15:39:11
17436,2020-05-07 11:07:11
15081,2020-04-22 18:26:06
31321,2020-08-07 09:38:08
14312,2020-04-17 10:24:06
17017,2020-05-05 06:54:08
32787,2020-08-17 11:06:05
23400,2020-06-15 08:53:06
12368,2020-04-02 22:53:09
27127,2020-07-10 06:03:11
29136,2020-07-23 12:23:12
14223,2020-04-16 14:40:08
6907,2020-02-17 14:40:07
11954,2020-03-30 11:34:08
18293,2020-05-12 16:22:06
3146,2020-01-22 16:57:05
14663,2020-04-20 00:38:26
12777,2020-04-06 05:24:15
6979,2020-02-18 09:53:07
32323,2020-08-14 10:06:05
3116,2020-01-22 13:56:08
27920,2020-07-15 11:07:08
7046,2020-02-18 17:03:07
20715,2020-05-27 12:38:22
24669,2020-06-23 19:37:17
18150,2020-05-11 19:36:05
5326,2020-02-06 13:27:06
14986,2020-04-22 08:53:10
30326,2020-07-31 14:36:05
362,2020-01-03 17:24:04
12388,2020-04-03 07:49:08
12405,2020-04-03 10:08:07
28227,2020-07-17 10:21:07
21536,2020-06-01 18:08:14
18401,2020-05-13 10:21:24
24059,2020-06-19 19:59:07
2263,2020-01-16 20:23:07
19318,2020-05-18 16:15:06
16243,2020-04-30 08:24:10
31799,2020-08-10 14:41:05
13981,2020-04-14 17:48:08
26918,2020-07-08 15:07:20
17434,2020-05-07 10:55:06
12204,2020-04-01 12:38:09
23782,2020-06-17 23:53:13
4996,2020-02-04 12:37:09
1933,2020-01-14 16:24:17
710,2020-01-06 10:57:04
11646,2020-03-27 17:54:08
23904,2020-06-18 19:59:10
15072,2020-04-22 17:30:07
12304,2020-04-02 10:55:17
13212,2020-04-09 09:38:07
18002,2020-05-11 06:08:08
28099,2020-07-16 13:29:08
21547,2020-06-01 19:32:12
8975,2020-03-06 07:27:06
13162,2020-04-08 19:37:09
13248,2020-04-09 12:33:08
22823,2020-06-10 17:39:07
18357,2020-05-13 06:44:13
14808,2020-04-20 22:51:12
21958,2020-06-04 14:37:08
16422,2020-05-01 10:16:10
33444,2020-08-21 17:08:07
29862,2020-07-28 14:26:07
22048,2020-06-05 09:19:09
2400,2020-01-17 20:17:07
31818,2020-08-10 17:16:07
15299,2020-04-24 09:35:07
9009,2020-03-06 10:55:08
1350,2020-01-10 13:55:05
19328,2020-05-18 17:02:07
14851,2020-04-21 10:05:07
32209,2020-08-13 14:24:07
29889,2020-07-28 17:16:07
10548,2020-03-19 06:29:07
31262,2020-08-06 19:14:13
31951,2020-08-11 16:21:06
839,2020-01-07 08:33:06
28014,2020-07-15 23:11:24
24026,2020-06-19 16:33:16
11099,2020-03-23 12:23:08
1850,2020-01-14 09:07:11
4414,2020-01-31 09:20:07
2961,2020-01-21 14:10:09
10563,2020-03-19 08:08:08
31783,2020-08-10 13:26:07
17027,2020-05-05 07:50:11
18493,2020-05-13 18:38:11
9035,2020-03-06 13:16:08
18742,2020-05-15 10:29:14
6051,2020-02-11 14:08:06
227,2020-01-03 06:08:08
20766,2020-05-27 17:25:07
22936,2020-06-11 16:23:08
6930,2020-02-17 17:22:06
27935,2020-07-15 13:21:08
13237,2020-04-09 11:31:06
30360,2020-07-31 17:24:07
14114,2020-04-15 17:24:07
4800,2020-02-03 09:39:11
28754,2020-07-20 20:28:07
25853,2020-07-01 15:26:07
22472,2020-06-08 09:08:09
21065,2020-05-29 13:23:09
2698,2020-01-20 06:35:06
11143,2020-03-23 18:08:08
14730,2020-04-20 11:10:08
33330,2020-08-20 20:09:10
20906,2020-05-28 15:07:05
15763,2020-04-27 07:52:15
11151,2020-03-23 19:59:07
12395,2020-04-03 09:09:09
22784,2020-06-10 13:53:07
25592,2020-06-29 19:14:11
33389,2020-08-21 11:08:07
21049,2020-05-29 12:40:43
7412,2020-02-21 16:27:07
22899,2020-06-11 11:09:11
2206,2020-01-16 13:21:04
8912,2020-03-05 13:21:06
4216,2020-01-29 22:52:06
1209,2020-01-09 13:21:04
18786,2020-05-15 14:08:17
26091,2020-07-03 07:26:08
18508,2020-05-13 20:25:08
29031,2020-07-22 16:53:06
11422,2020-03-26 07:24:09
21784,2020-06-03 13:22:08
4208,2020-01-29 18:33:07
13031,2020-04-07 17:24:05
19997,2020-05-22 20:19:06
25627,2020-06-30 06:49:08
3246,2020-01-23 11:20:08
16145,2020-04-29 13:23:12
33192,2020-08-19 20:13:14
23664,2020-06-17 06:35:10
15771,2020-04-27 08:34:11
20691,2020-05-27 10:27:18
18420,2020-05-13 11:50:08
26040,2020-07-02 17:40:07
8615,2020-03-03 09:11:06
2000,2020-01-15 07:53:07
16022,2020-04-28 17:10:06
11996,2020-03-30 16:30:08
23612,2020-06-16 17:52:08
15765,2020-04-27 08:10:09
29912,2020-07-28 19:46:07
11198,2020-03-24 10:08:09
8185,2020-02-28 14:22:06
24409,2020-06-22 10:21:22
27799,2020-07-14 13:26:08
21625,2020-06-02 11:50:12
18344,2020-05-12 23:02:10
2363,2020-01-17 14:19:05
30279,2020-07-31 10:16:10
19497,2020-05-19 16:55:05
12847,2020-04-06 12:58:08
17188,2020-05-06 06:35:08
1838,2020-01-14 07:56:07
26606,2020-07-06 14:47:07
28204,2020-07-17 07:46:08
25936,2020-07-02 07:57:06
1160,2020-01-09 08:49:08
29984,2020-07-29 10:53:09
33787,2020-08-24 10:35:06
17394,2020-05-07 08:19:07
3222,2020-01-23 09:49:07
25133,2020-06-26 17:39:12
3126,2020-01-22 14:25:08
3964,2020-01-28 09:37:07
3839,2020-01-27 10:27:08
25777,2020-07-01 07:50:11
29717,2020-07-27 14:26:09
23430,2020-06-15 12:06:04
5819,2020-02-10 07:54:26
7801,2020-02-25 12:33:08
30823,2020-08-04 00:38:08
11241,2020-03-24 14:30:08
12977,2020-04-07 12:24:08
12785,2020-04-06 06:36:05
30835,2020-08-04 06:50:07
32243,2020-08-13 18:38:06
19845,2020-05-21 23:51:11
24562,2020-06-23 09:07:13
26608,2020-07-06 14:50:07
3321,2020-01-23 17:20:08
9559,2020-03-10 14:20:07
105,2020-01-02 07:09:04
3475,2020-01-24 17:26:09
18172,2020-05-12 06:37:13
13973,2020-04-14 17:02:07
12893,2020-04-06 18:08:05
2852,2020-01-21 04:36:05
20793,2020-05-27 20:03:09
19631,2020-05-20 14:26:06
19361,2020-05-18 20:09:07
21060,2020-05-29 13:11:09
11189,2020-03-24 09:19:16
16464,2020-05-01 14:10:07
9722,2020-03-11 16:22:08
29836,2020-07-28 11:05:08
15836,2020-04-27 14:33:08
6480,2020-02-14 14:08:06
26126,2020-07-03 10:43:08
9455,2020-03-09 16:28:44
29210,2020-07-23 19:24:06
19850,2020-05-22 05:09:14
2167,2020-01-16 08:19:07
7698,2020-02-24 13:21:06
27266,2020-07-10 19:59:11
24643,2020-06-23 16:55:18
17232,2020-05-06 09:20:10
19797,2020-05-21 14:43:06
15396,2020-04-24 17:06:04
6999,2020-02-18 12:03:10
33876,2020-08-24 19:38:07
13955,2020-04-14 15:08:06
20901,2020-05-28 14:37:07
22499,2020-06-08 12:55:06
5958,2020-02-11 05:15:08
16429,2020-05-01 10:32:06
14085,2020-04-15 14:20:06
7345,2020-02-21 09:54:08
28277,2020-07-17 14:56:07
5489,2020-02-07 14:39:08
32292,2020-08-14 06:54:09
28302,2020-07-17 17:39:13
33430,2020-08-21 14:58:06
10671,2020-03-20 06:35:08
18647,2020-05-14 16:33:22
21692,2020-06-02 19:28:09
33106,2020-08-19 10:32:09
5397,2020-02-07 05:08:06
1672,2020-01-13 07:17:11
17285,2020-05-06 13:15:08
3024,2020-01-21 23:34:46
17400,2020-05-07 08:35:06
6382,2020-02-13 19:57:06
754,2020-01-06 14:37:04
19414,2020-05-19 09:24:10
33306,2020-08-20 17:39:15
20948,2020-05-28 19:37:10
32285,2020-08-14 05:47:06
29647,2020-07-27 07:26:06
13999,2020-04-14 22:51:05
3021,2020-01-21 23:34:46
14803,2020-04-20 19:51:06
23993,2020-06-19 12:10:08
31866,2020-08-11 06:50:08
32324,2020-08-14 10:19:09
24988,2020-06-25 19:16:08
4798,2020-02-03 09:25:07
17507,2020-05-07 17:42:06
3121,2020-01-22 14:11:07
30968,2020-08-05 05:44:07
6911,2020-02-17 14:55:06
9961,2020-03-13 18:10:06
33080,2020-08-19 08:12:08
8630,2020-03-03 10:28:06
13961,2020-04-14 16:08:07
19996,2020-05-22 20:18:07
26001,2020-07-02 14:26:08
18292,2020-05-12 16:22:06
31832,2020-08-10 19:12:06
27836,2020-07-14 17:16:06
30932,2020-08-04 17:16:08
11206,2020-03-24 10:53:08
5202,2020-02-05 16:21:05
25845,2020-07-01 14:28:08
1232,2020-01-09 16:17:12
33287,2020-08-20 16:21:08
11250,2020-03-24 16:23:08
7057,2020-02-18 19:15:06
14009,2020-04-15 06:08:08
19924,2020-05-22 13:51:05
4342,2020-01-30 16:57:05
3338,2020-01-23 23:05:06
10731,2020-03-20 13:22:08
31347,2020-08-07 12:24:06
17523,2020-05-07 19:15:18
3368,2020-01-24 08:27:07
15212,2020-04-23 16:16:08
27022,2020-07-09 10:55:10
33809,2020-08-24 12:36:05
33393,2020-08-21 11:13:16
16194,2020-04-29 19:03:10
33873,2020-08-24 19:16:10
32402,2020-08-14 17:25:08
27649,2020-07-13 14:46:07
25826,2020-07-01 12:37:07
932,2020-01-07 17:06:11
19685,2020-05-20 19:12:10
9077,2020-03-06 17:23:07
1264,2020-01-09 19:34:07
10754,2020-03-20 16:32:09
703,2020-01-06 10:22:04
22837,2020-06-10 19:39:08
23043,2020-06-12 14:32:09
18678,2020-05-14 20:10:09
13113,2020-04-08 13:21:05
18511,2020-05-13 22:52:09
25595,2020-06-29 19:24:15
20568,2020-05-26 14:02:08
16934,2020-05-04 14:20:13
19866,2020-05-22 07:47:12
27220,2020-07-10 14:56:08
30077,2020-07-29 19:40:06
1270,2020-01-09 22:51:04
31289,2020-08-07 05:49:15
8949,2020-03-05 17:20:08
22658,2020-06-09 14:38:15
14132,2020-04-15 19:50:06
31942,2020-08-11 14:46:06
866,2020-01-07 10:54:04
5858,2020-02-10 11:03:09
33457,2020-08-21 19:14:09
28682,2020-07-20 13:33:18
15317,2020-04-24 10:21:08
6116,2020-02-12 06:47:05
9428,2020-03-09 13:28:08
13027,2020-04-07 17:02:08
29955,2020-07-29 08:09:08
24956,2020-06-25 16:02:06
20987,2020-05-29 07:27:16
13969,2020-04-14 16:34:08
5198,2020-02-05 15:49:07
10668,2020-03-20 06:10:09
15842,2020-04-27 16:16:08
25542,2020-06-29 13:56:07
16488,2020-05-01 17:02:08
8558,2020-03-02 14:55:07
3855,2020-01-27 13:21:06
795,2020-01-06 18:24:04
29659,2020-07-27 08:24:06
25555,2020-06-29 15:06:05
23491,2020-06-15 23:52:12
20745,2020-05-27 14:51:08
25971,2020-07-02 10:53:08
20932,2020-05-28 17:32:15
26784,2020-07-07 18:36:04
4867,2020-02-03 16:15:08
11270,2020-03-24 18:33:08
3399,2020-01-24 10:02:08
14896,2020-04-21 14:32:06
33220,2020-08-20 07:35:06
3091,2020-01-22 11:39:07
32359,2020-08-14 13:28:08
9449,2020-03-09 16:21:06
14815,2020-04-21 06:10:07
32149,2020-08-13 07:02:06
7806,2020-02-25 13:21:14
10561,2020-03-19 07:48:08
28836,2020-07-21 11:48:07
15228,2020-04-23 17:22:05
5103,2020-02-05 08:21:05
17456,2020-05-07 12:49:11
29835,2020-07-28 10:59:08
22963,2020-06-11 19:23:15
22720,2020-06-10 05:26:09
9088,2020-03-06 18:49:08
28983,2020-07-22 11:25:06
10402,2020-03-17 22:51:06
8717,2020-03-03 19:37:08
2986,2020-01-21 16:57:07
29000,2020-07-22 13:35:07
12819,2020-04-06 10:54:08
1031,2020-01-08 11:26:04
17300,2020-05-06 14:19:08
27601,2020-07-13 09:54:07
339,2020-01-03 15:54:04
6301,2020-02-13 10:27:08
32333,2020-08-14 10:52:13
11540,2020-03-27 06:35:08
11350,2020-03-25 13:21:07
25681,2020-06-30 13:54:09
2045,2020-01-15 10:33:08
14982,2020-04-22 08:24:11
28973,2020-07-22 10:27:08
33440,2020-08-21 16:37:12
16836,2020-05-04 06:12:10
28784,2020-07-21 07:46:07
12187,2020-04-01 11:10:10
31428,2020-08-07 19:57:13
15178,2020-04-23 11:47:18
15965,2020-04-28 12:23:06
24482,2020-06-22 17:08:07
21019,2020-05-29 09:51:12
14810,2020-04-20 22:52:10
16442,2020-05-01 11:38:10
9372,2020-03-09 08:08:06
28720,2020-07-20 16:53:07
7636,2020-02-24 05:25:07
1851,2020-01-14 09:08:07
11170,2020-03-24 06:35:07
27739,2020-07-14 07:54:07
20808,2020-05-28 05:22:12
351,2020-01-03 16:56:04
16138,2020-04-29 12:53:15
16274,2020-04-30 11:09:09
10365,2020-03-17 14:20:08
30677,2020-08-03 05:47:08
1692,2020-01-13 09:37:05
32132,2020-08-12 23:12:06
16082,2020-04-29 08:54:10
24672,2020-06-23 19:41:12
28820,2020-07-21 10:32:08
20695,2020-05-27 11:02:22
23935,2020-06-19 08:08:08
23569,2020-06-16 13:29:11
22700,2020-06-09 19:41:14
15989,2020-04-28 13:53:07
1090,2020-01-08 17:13:08
1660,2020-01-13 05:36:04
29223,2020-07-23 21:26:09
33799,2020-08-24 11:38:08
7092,2020-02-19 08:27:06
17423,2020-05-07 10:15:11
30012,2020-07-29 13:26:06
23482,2020-06-15 19:59:13
26609,2020-07-06 14:54:10
12053,2020-03-31 08:50:10
24560,2020-06-23 08:32:17
20916,2020-05-28 16:22:09
22819,2020-06-10 17:25:07
28995,2020-07-22 13:22:06
18777,2020-05-15 13:23:23
28314,2020-07-17 19:22:06
1109,2020-01-08 19:09:08
18560,2020-05-14 09:55:14
4150,2020-01-29 11:03:08
895,2020-01-07 13:22:04
26649,2020-07-06 19:39:07
23110,2020-06-12 23:51:08
16179,2020-04-29 16:30:08
28944,2020-07-22 07:36:04
19480,2020-05-19 14:40:13
6948,2020-02-18 06:10:06
23875,2020-06-18 17:08:13
3417,2020-01-24 11:30:09
6346,2020-02-13 14:47:06
16969,2020-05-04 17:24:06
18716,2020-05-15 08:57:14
12357,2020-04-02 16:56:07
